id,text,used
1,私の顔を見ただけで笑顔になってくれる人がいるって最高の贅沢だと思うんだけど、その笑顔を見た瞬間こっちも自然と笑顔になっちゃうから結局お互いが笑顔製造機になってて、もうこれ永久機関じゃんって思いながら今日も鏡の前でニヤニヤの練習してる。そんな相手と出会えたら朝起きるのが楽しくなるし、仕事終わりの疲れも一瞬で吹き飛ぶし、週末の予定考えるだけで平日乗り越えられるし、もう人生の難易度がイージーモードになるから全員そういう人見つけてほしいし、見つからなかったら私が笑顔製造機になるから安心して。でも製造機も定期的なメンテナンスは必要だから「可愛い」「好き」「愛してる」っていう燃料を定期的に補給してくれないと故障するから気をつけて。,False
2,付き合ってるのに「今日何してた？」「誰といた？」って聞けない関係って本当に付き合ってるの？って思うんだけど、聞いたら重いって思われそうで聞けないし、でも聞かないと不安で死にそうになるし、この絶妙な距離感を保ちながら生きていくのしんどすぎて泣ける。本当は朝起きてから寝るまでの全行動を共有したいし、トイレ行った回数まで知りたいし、何なら夢の内容まで教えてほしいのに「重い女」って思われたくないから我慢してるけど、我慢の限界きたら「今何してるの？誰といるの？私のこと考えてる？好き？愛してる？結婚する？」って全部聞いちゃうから覚悟しといて。でもそれくらい聞いても「可愛い」って言ってくれる人と付き合いたいから結局そういう人探してる。,False
3,セックスの相性って最初から決まってるわけじゃなくて、お互いが相手のために努力して作り上げていくものだと思うんだけど、その努力を怠る人とは絶対に長続きしないから気をつけて。相手が何されたら気持ちいいか研究したり、恥ずかしくても要望伝えたり、新しいこと試してみたり、そういう積み重ねが最高の相性を作るんだから最初から諦めないで。でも努力しても全然合わない人もいるから、そういう時は潔く諦めるのも大事だし、無理して続けても幸せにはなれないから早めに見切りつけた方がいい。ただ、相性いい人と出会った時の衝撃は雷に打たれたみたいになるから、そういう人と出会うまで妥協しないで探し続けて。見つかった時は全力で掴んで離さないで。,False
4,恋愛において一番大事なのは「この人といると自分が好きになれるか」だと思ってて、どんなにイケメンでも金持ちでも優しくても、一緒にいて自分を卑下したり我慢ばかりしてたら意味ないじゃん。自分のありのままを受け入れてくれて、ダメな部分も含めて愛してくれて、成長を応援してくれる人と一緒にいたいし、そういう人といると自然と自分も成長できるから結果的に幸せになれる。でも、そういう人を見つけるためにはまず自分が自分を好きでいないといけないから、自己肯定感上げる努力も必要だし、自分を大切にできない人は他人からも大切にされないから、まずは自分を愛することから始めよう。そしたら自然といい人が寄ってくるから不思議。,False
5,LINE既読スルーされて3日経つと「あ、これ終わったな」って察するけど、4日目に突然「ごめん、忙しかった」って返信きた時の感情の乱高下やばすぎて心臓に悪いからやめてほしい。3日も放置するなら最初から返信しないでくれた方がまだ諦めつくのに、中途半端に希望持たせるのが一番残酷だって気づいて。でも結局そういう人に限って魅力的だったりするから困るし、なんで好きになっちゃいけない人ほど好きになっちゃうのか誰か教えてほしい。きっと脳のバグだと思うから早く修正パッチ当ててほしいし、そんなバグだらけの脳みそで恋愛してるから上手くいかないんだろうな。でも、そんなバグも含めて人間らしくて好き。,False
6,付き合い始めて最初の3ヶ月は誰でも頑張れるけど、半年過ぎた辺りから本性出てくるから要注意。デートの頻度減ったり、LINE返信遅くなったり、記念日忘れたり、そういう小さな変化を見逃さないで。でも、その変化を「慣れ」じゃなくて「安心」だと思える関係性を作れたら最高だし、お互いが無理しないで一緒にいられる関係が一番長続きする。ただ、明らかに扱いが雑になったらそれは愛情じゃなくて怠慢だから、しっかり話し合うか別れるか決めた方がいい。我慢して続けても幸せにはなれないし、時間の無駄だから勇気出して行動して。人生は短いんだから、自分を大切にしてくれない人と過ごす時間なんて1秒もない。,False
7,生理前のイライラが限界突破して彼氏に八つ当たりしちゃった後の罪悪感で死にそうになるけど、そんな時でも「大丈夫だよ」って抱きしめてくれる人と結婚したい。生理のこと理解してくれない男は論外だし、「機嫌悪いの？」とか聞いてくる無神経な人とは一生幸せになれないから早めに別れた方がいい。女性の体のことちゃんと勉強して、辛い時は薬買ってきてくれたり、温かい飲み物用意してくれたり、そういう気遣いができる人じゃないと結婚しても苦労するだけ。でも、そういう人を見つけるのって本当に難しいから、見つけた人は絶対離さないで。宝物だから大切にして。,False
8,告白されて断った相手が他の女と付き合ってるの見ると、なんか複雑な気持ちになるのって私だけ？別に好きじゃないし付き合う気もなかったのに、なんか取られた感じがして悔しいっていうか寂しいっていうか。これって単なる独占欲なのか、それとも実は少し好きだったのか、自分でもよくわからないけど、こういう感情持つ自分が嫌になる。でも、人間ってそういう矛盾した生き物だから仕方ないよね。自分が選ばなかった道が輝いて見える瞬間ってあるけど、それは幻想だから惑わされないようにしないと。自分が選んだ道を正解にする努力の方が大事。,False
9,友達の彼氏がイケメンすぎて会うたびに「なんで私の彼氏はこうじゃないの」って思っちゃうけど、きっと向こうも同じこと思ってるだろうし、隣の芝生は青く見えるって本当だなって実感する。でも、自分の彼氏にしかない良さもあるはずだし、比べても意味ないってわかってるのに比べちゃう自分が嫌。完璧な人なんていないし、みんな何かしら我慢したり妥協したりしながら付き合ってるんだろうけど、それでも「この人でよかった」って思える瞬間があるから続けられる。そういう瞬間を大切にして、小さな幸せを積み重ねていくことが恋愛なんだろうな。,False
10,浮気する人って結局自分に自信がないから他の異性からの承認が欲しくてたまらないんだと思う。一人の人から愛されてるだけじゃ物足りなくて、もっと多くの人から必要とされたい、特別でありたいって思うから浮気する。でも、そんな人と付き合っても幸せにはなれないし、いつも不安で疑ってばかりの恋愛なんて疲れるだけ。一人の人を心から愛せる人、一人の人から愛されるだけで満足できる人と付き合った方が絶対幸せ。浮気癖は治らないから、一度でもされたら即別れた方がいい。許しても繰り返すだけだから時間の無駄。自分を大切にして。,False
