id,text,used
1,行為中の彼の耳元で「私以外の女とこんなことしたら殺すから」って囁くと一瞬動き止まって「お前だけだよ」って必死に腰振ってくるの可愛すぎて愛おしい。男って単純だから独占欲見せつけると必死になって尽くしてくるし、そういう必死さが見たくてわざと嫉妬させたりするけど、結局私も単純なんだよな,False
2,セックス終わったあとにティッシュじゃなくてタオル用意してくれて、優しく拭いてくれる男と結婚したら幸せになれる。ティッシュでゴシゴシ拭く男は多分他のことも雑だし、そもそも終わったあとの女の子の体がどれだけ敏感か分かってない。タオルで優しく、これが愛情の差。覚えておけ全男性,False
3,「今日生理なの」って言ったら「じゃあ美味しいもの食べに行こう」って言ってくれる男性と付き合うと人生変わる。セックスできないなら会わないとか言う男は論外だし、生理中でも一緒にいたいって思ってくれる人じゃないと将来苦労する。生理の対応で男の本性分かるから、みんな気をつけて本当に,False
4,おっぱい揉まれながら「大きくなれ〜」って呪文唱えてくる彼氏、バカすぎて愛おしいんだけど実際それで大きくなるから不思議。愛情ホルモンが分泌されるらしくて、毎日10分揉んでもらったら2カップ上がった友達いる。つまり私達に必要なのは高級下着じゃなくて、毎日おっぱい揉んでくれる愛しい人,False
5,浮気する男の特徴として「お前のことは誰よりも愛してる」とか過剰に愛を語るやつは要注意。本当に愛してたら言葉じゃなくて行動で示すし、そもそも他の女と比較する必要ない。「誰よりも」って言葉使う時点で他の女の存在認めてるようなもんだから、そんな男とは秒で別れた方がいい,False
6,キスの相性がいい人とは体の相性も200%いいって科学的に証明されてるらしくて、唾液の成分が合うかどうかで遺伝子レベルの相性が分かるんだって。だから初めてキスした時に「もっとしたい」って思えない相手とは付き合わない方がいい。時間の無駄。キスで全て分かるから信じて,False
7,セックス中に髪の毛ぐしゃぐしゃになるのが嫌って言ったら、次から髪ゴム用意してくれて優しく結んでくれる彼氏、国宝級だから大切にする。そういう細かい気遣いできる男は仕事もできるし、将来いい旦那になる。髪の毛気にせずガシガシ触ってくる男とは付き合うな。それは愛じゃなくて性欲,False
8,「愛してる」を毎日100回言っても足りないくらい好きな人ができたら、それが運命の人。100回言われても「もっと言って」って思える相手も運命の人。お互いがお互いの運命の人になれたら、もう他に何もいらない。そんな恋愛がしたいし、そんな恋愛じゃなきゃ意味がない,False
9,生理前のイライラで彼氏に八つ当たりしちゃった時に「ごめんね、辛いよね」って抱きしめてくれる男と結婚しろ。「生理前だからって八つ当たりするな」とか言ってくる男は一生女の気持ち分からないし、そんな男といても幸せになれない。ホルモンバランスって自分じゃコントロールできないの理解して,False
10,セックスの時「可愛い」じゃなくて「綺麗」って言ってくれる男性と付き合うと女として成長する。可愛いは守ってあげたい対象だけど、綺麗は尊敬と憧れが含まれてる。一人の女性として認められてる感じがして自信つくし、もっと綺麗になろうって思える。言葉一つで女は変わるから、男性は覚えておいて,False
11,毎日「好き」って言われても足りないし、毎日ハグされても足りないし、毎日キスされても全然足りない。好きな人からの愛情表現に満足なんてないし、むしろもっと欲しくなる一方で、これが恋愛依存症なのか本当の愛なのか分からなくなるけど、こんなに人を求めたことないから多分これが愛。依存上等、沼らせてくれ,False
12,セックスの後に「お風呂入る？」って聞いてくれて、一緒にシャワー浴びながら体洗ってくれる男と付き合えたら勝ち組。終わったら即寝る男とか、自分だけシャワー浴びて戻ってくる男は論外。一緒に汗流して、また抱き合って、そういう時間も含めて愛なんだよ。分かってない男多すぎて泣ける,False
13,付き合って3ヶ月目の倦怠期を乗り越えられたカップルは結婚する確率80%らしい。最初の3ヶ月は誰でも頑張れるけど、素が出始める3ヶ月目以降も愛せるかが本物の愛。だから3ヶ月で別れるカップル多いんだよね。でも逆に考えたら3ヶ月乗り越えたら一生もんってことだから頑張る価値ある,False
14,彼氏の元カノのインスタ見て勝手に比べて勝手に落ち込んで勝手に不安になって、結局彼氏に八つ当たりするっていう最悪のルーティーンやめたい。でも見ちゃうし比べちゃうし不安になっちゃう。女ってめんどくさい生き物だけど、そんな私を「お前が一番可愛い」って言ってくれる彼氏が欲しい,False
15,おっぱい大きくする方法聞かれるけど、答えは簡単で「愛されること」。好きな人に触られると女性ホルモンが爆発的に分泌されて胸が大きくなるし肌も綺麗になる。サプリとか飲むより効果的。だから彼氏いない期間が長いと胸が小さくなるのは気のせいじゃない。愛が足りてないだけ,False
16,「俺のこと好き？」って聞いてくる男は自信がないか浮気してるかのどっちか。本当に愛し合ってたら聞かなくても分かるし、不安にさせないように行動で示すはず。いちいち確認してくる時点で相手の気持ち考えてない証拠。そんな男といても疲れるだけだから「好きじゃない」って言って反応見てみ,False
17,セックス中に「気持ちいい？」って何回も聞いてくる男は実は優しいんじゃなくて自信がないだけ。本当に気持ちよくさせてる自信があったら女の反応見れば分かるし、そもそも聞く必要ない。相手の反応見て調整できる男が本物。言葉で確認しないと分からない男とはセックスするな時間の無駄,False
