id,text,used
1,恋愛において一番大切なのは、相手を思いやる気持ちよりも自分を大切にする勇気かもしれない。自分を犠牲にして続く関係なんて、結局どこかで破綻するし、我慢ばかりしてる恋愛は愛じゃなくて依存だよ。自分の幸せを最優先に考えられる人だけが、本当の意味で相手も幸せにできるんだから、もっとわがままでいいし、もっと自分を愛していい。それができない相手なら、その程度の人だったってこと。,False
2,セックスの相性って結局、技術とかテクニックじゃなくて、どれだけ相手のことを想えるかだと思うんだよね。相手の呼吸を感じて、表情を見て、反応を確かめながら、二人だけのリズムを作っていく。それができる相手となら、何回しても飽きないし、むしろどんどん良くなっていく。体の相性が合うって言うけど、本当は心の相性が合うから体も合うんだよ。愛があるセックスは、ただの行為じゃなくて最高のコミュニケーションだから。,False
3,男性諸君に言いたいんだけど、女の子の「大丈夫」は大丈夫じゃないし、「なんでもない」は何かあるし、「別にいい」は全然よくないからな。察する能力がないなら、素直に「本当は？」って聞いてくれた方が100倍マシだし、そういう優しさが本当の優しさだと思う。女の子は言葉にしなくても分かってほしい生き物だけど、分からないなら分かろうとする努力を見せてくれるだけで十分幸せになれるんだよ。,False
4,浮気する人って結局、自分に自信がないから他の人からの承認を求めちゃうんだよね。パートナーから愛されてるのに、それだけじゃ満足できなくて、もっともっとって欲張っちゃう。でもさ、浮気で得られる一時的な快感なんて、大切な人との信頼関係を失うリスクに見合わないし、一度失った信頼は二度と元には戻らない。浮気したくなったら、その前に別れる勇気を持てよ。それが最低限の誠意だと思う。,False
5,付き合ってるのに不安になる恋愛してる人、今すぐ別れた方がいいよ。本当に愛されてたら不安になんてならないし、相手のこと信じられないなら、それはもう終わってるってこと。恋愛は幸せになるためにするものなのに、不安ばかり感じてたら本末転倒じゃん。時間は有限なんだから、自分を不安にさせる人じゃなくて、安心させてくれる人と一緒にいなよ。その方が絶対に幸せになれるから。,False
6,セックス中に過去の相手のこと考えちゃうのって、実は今の相手に満足してない証拠なんだよね。本当に好きな人とのセックスは、過去も未来も関係なくて、今この瞬間だけに集中できるし、他の誰とも比べようなんて思わない。むしろ、この人以外考えられないって思えるくらい夢中になれる。そういう相手と出会えてないなら、まだ本物じゃないってこと。妥協しないで、本物を探し続けた方がいいよ。,False
7,女の子が本当に求めてるのって、高級レストランとかブランド物じゃなくて、ただ大切にされてるって実感なんだよね。毎日「可愛い」って言ってくれたり、ちゃんと話を聞いてくれたり、小さな変化に気づいてくれたり。そういう日常の積み重ねが愛情だし、それができない男は、どんなに金持ちでもイケメンでも価値がない。愛情表現をサボる男と一緒にいても幸せになれないから、早めに見切りつけた方がいい。,False
8,結婚しても恋人みたいでいられるカップルって、お互いに努力してるんだよね。「夫婦だから」って甘えないで、デートしたり、サプライズしたり、愛してるって言葉にしたり。そういう小さな努力の積み重ねが、ずっと愛し合える秘訣だと思う。結婚がゴールじゃなくて、結婚してからが本当のスタートだし、そこからどれだけお互いを大切にできるかで、幸せな結婚生活が送れるかどうか決まるんだよ。,False
9,LINEの返信が遅い男って、結局優先順位が低いってことだからな。本当に大切に思ってたら、どんなに忙しくても返信するし、返信できない理由をちゃんと説明する。「忙しかった」は言い訳で、本当は「そこまで大切じゃなかった」ってこと。そんな男に時間使うより、秒で返信してくれる男探した方が幸せになれるよ。愛情は行動に表れるし、行動が伴わない愛情なんて、ただの口だけだから信じちゃダメ。,False
10,恋愛で一番もったいないのは、終わった恋にしがみついてる時間だよね。元カレのこと忘れられないとか、復縁したいとか言ってる間に、もっと素敵な人との出会いを逃してるかもしれない。過去は変えられないけど、未来は自分で選べるんだから、前を向いて歩き始めた方がいい。新しい恋は、古い恋を忘れさせてくれる最高の薬だし、次はもっと幸せになれるって信じて進んでいけばいいんだよ。,False
