id,text,used
1,寝る前に考えることって結局、好きな人のことばかりで眠れなくなるから困る。明日も仕事なのに「会いたい」って気持ちが溢れすぎて布団の中でゴロゴロ転がりながら妄想が止まらなくなって気づいたら朝4時とかザラにあるし、それでも幸せだから全然いいんだけど、この感情に名前つけたい。恋愛依存症？違うな、ただの恋だ,False
2,セックスの後に「愛してる」って言われながら抱きしめられるのが世界一幸せな瞬間だと思ってる。汗だくで息も整ってないのに離れたくなくて、そのままずっとくっついてたいって思う気持ちを男性も同じように感じてくれてるなら、それって運命じゃない？違う？いや運命だ。絶対そう。信じさせて,False
3,料理作ってる時に後ろからハグされて「美味しそう」って言われるのもいいけど、私が作った料理を一口食べて無言で泣きそうな顔する彼氏が欲しい。「美味しすぎて言葉が出ない」って後から言い訳してくるくらい感動してくれる人と結婚したら、毎日台所に立つのが楽しくなりそう。そんな人どこにいる？ここにいて,False
4,朝起きたら隣に好きな人がいて、寝ぼけ眼で「おはよう」って言い合える関係が理想すぎる。休日の朝は二度寝して昼過ぎまでゴロゴロして、起きたらコンビニでアイス買って一緒に食べて、また横になって映画観て、気づいたら夕方で「今日何もしてないね」って笑い合う。これ以上の幸せってある？ないでしょ,False
5,デート中に他の女の子を見る男は論外だけど、私以外見えてないくらい私だけを見つめてくる男も怖い。程よく周りは見えてるけど結局私が一番可愛いって思ってくれてる絶妙なバランスの男がいい。そんな器用な男いる？いたら連れてきて。今すぐ付き合うから。嘘、ちょっと考えさせて。やっぱり今すぐ付き合う,False
6,生理前のイライラで八つ当たりしても「大丈夫だよ」って受け止めてくれる男性と付き合いたい。「生理前だから仕方ないよね」じゃなくて「辛いのに頑張ってるね」って言ってくれる人。お腹さすってくれて温かい飲み物作ってくれて、チョコレート買ってきてくれる人。そんな人と結婚したら生理も怖くない,False
7,好きすぎて言葉にできない気持ちってあるよね。「好き」とか「愛してる」じゃ全然足りなくて、もっと強い言葉があればいいのにって思う。心臓ごと渡したいくらい好きで、細胞レベルで愛してて、魂が求めてるって感じ。こんな気持ち相手に伝わってるのかな。伝わってなかったら私の表現力不足。ごめん,False
8,LINEの通知音が鳴るたびに期待して、違う人だった時のがっかり感がすごい。好きな人からのLINEだけ特別な音にしたいけど、それやったら依存度上がりそうで怖い。でも既に依存してるから今更か。もういっそ着信音も通知音も全部好きな人の声にしたい。「愛してる」って言ってる声。それ最高じゃない？,False
9,付き合って1年経っても手を繋ぐ時にドキドキする関係でいたい。キスする前の一瞬の間とか、ハグする瞬間の心臓の音とか、全部愛おしくて大切にしたい。慣れって怖いから、いつまでも新鮮な気持ちでいられる努力をお互いにできる人と一緒にいたい。そういう人と出会えたら、もう他には何もいらない,False
10,誕生日とか記念日じゃない普通の日に花束もらえる女になりたい。「なんでもない日だけど、君が好きだから」って理由で渡されたい。そんなことされたら泣く自信ある。嬉し泣きで化粧全部落ちてもいい。すっぴんも可愛いって言ってくれる人がいい。全部受け入れてくれる人と恋がしたい。お願い、神様,False
