id,text,used
1752407516305,好きな人から「会いたい」って言われた瞬間の心の躍動感って、この世で一番幸せな瞬間だと思う。でも、その言葉が本当だったら絶対に時間を作ってくれるはずなのに、結局忙しいを理由に会えないままだったりする。言葉だけじゃダメなんだよ、行動で示してくれなきゃ信じられない。好きって気持ちが本物なら、どんなに疲れていても、どんなに忙しくても、絶対に会いに来てくれるはず。それが愛ってものだと思ってる。,False
1752407516306,本当に愛してくれてる人は、私が不安になる前に安心させてくれる。例えば「今から仕事だよ」「お昼休憩に入ったよ」「今日は遅くなりそう」って細かく連絡してくれる人。これって義務じゃないけど、相手を想ってるからこそできることなんだよね。逆に連絡が適当な人は、私の存在がその程度ってことなんだと思う。愛されてるかどうかって、こういう小さな行動に全部現れるから。,False
1752407516307,付き合いが長くなると、つい当たり前だと思ってしまうけど、好きな人が私のために時間を作ってくれて、私のことを想って行動してくれるって、本当はすごく特別なことなんだよね。この当たり前を当たり前だと思わないようにしたい。そして、私も相手にとって当たり前の存在になりたくない。いつまでも「この人を失いたくない」って思われるような女性でいたいし、そう思わせてくれる人と一緒にいたい。,False
1752407516308,「すきすきだいすき愛してる」くらいの重めな愛情を注いでくれる人と付き合って結婚したい。軽い「好き」じゃなくて、本当に心の底から愛してくれる人がいい。重いって言われても構わない、だって本気で好きになったら重くなるのが当たり前だもん。お互いが重くて一途で、お互いにとって特別な存在でいられる関係が理想。そんな人と出会えたら、きっと華やかで幸せな人生になるはず。,False
1752407516309,好きな人の声って、本当に頭に残って離れない。電話で「おやすみ」って言われた時の声とか、笑った時の声とか、寝る前に思い出して幸せな気持ちになる。匂いもそう、好きな人の匂いって安心するし、その人がいない時でもふとした瞬間に思い出して、会いたい気持ちが倍増する。五感全部で好きになるって、こういうことなんだなって思う。好きな人の存在って、本当に生きる力になるよね。,False
1752407516310,結婚するなら絶対に「この人は何があっても私の味方でいてくれる」って確信できる人がいい。世界中を敵に回しても、この人だけは私を信じて支えてくれるって思える人。それが結婚の意味だと思ってる。お金とか条件も大事だけど、それよりも「ありがとう」「ごめんね」が当たり前に言える人、素直に愛情表現できる人と一緒になりたい。そういう人となら、どんな困難も乗り越えられる気がする。,False
1752407516311,女の子が重くなくなった時は「好きじゃなくなった」か「死ぬほど我慢してる」かの2択だよ。重いのが嫌だから必死に気持ちを抑えて、軽い女を演じてるだけ。でも本当は、好きな人には「会いたい」「寂しい」「愛してる」って素直に伝えたい。重いって思われるのが怖くて言えないだけで、心の奥では叫んでる。そんな我慢をしなくていい相手と出会いたいし、重い愛も受け止めてくれる人がいい。,False
1752407516312,いい男の定義は「異性絡みが少ない男」×「不安要素が少ない男」これに尽きる。他の女の子に「かわいい」とか「おはよう」「おやすみ」を軽々しく言う男は、ろくでもない場合が極めて高い。私にだけ優しくて、私にだけ愛情表現してくれる人がいい。誰にでも優しい男じゃなくて、私にだけ特別に優しい男。そういう人となら、安心して愛し合える関係が築けると思う。,False
1752407516313,付き合う前は優しかったのに、付き合った途端に素っ気なくなる男が9割。でも、残りの1割の絶滅危惧種は、付き合ってからの方がもっと優しくなる。そんな神みたいな男と出会えたら、絶対に手放しちゃダメ。愛情表現がどんどん増えていく人、会う時間をちゃんと作ってくれる人、常に体調を気にかけてくれる人。そういう人と結婚すれば、間違いなく幸せになれる。,False
1752407516314,本当に好きな人って、その人の全てが好きなわけじゃない。嫌なところもあるし、腹立つこともあるし、「もう無理」って思うことだってある。でも、結局は「やっぱりこの人がいい」って思える人こそが、本当に好きな人なんだと思う。完璧じゃないからこそ愛しいし、欠点も含めて愛せる人と出会えたら、それが運命の人なのかもしれない。そんな人と一生一緒にいたいな。,False
