id,text,used
1,「俺よりいい人いるよ」って言われた時、「それは知ってる。でも私がいいんだよ」って返せる女が最強。恋愛ってさ、自己肯定感との戦いでもあるから、自分の価値を自分で下げるような人とは付き合っちゃダメなんよ。,False
2,「私だけに腰振れ」って一見過激だけど、実は一途の極みなんだよね。他の誰かじゃなくて私だけに向けてくれる本気が欲しいの。愛って独占欲と執着の混ざった最強のエネルギーだから、そう簡単には渡さないよ。,False
3,別れ話の時に「今までありがとう」って言われるより、「なんで別れる必要あるの？」って言ってほしかった。ただの言い訳で綺麗に終わらせようとするのズルいよね。私はちゃんとボロボロになる覚悟で愛してたんだよ。,False
4,恋愛で一番しんどいのって、「私ばっかり好きなのかも」って思い始めた瞬間だよね。あれって心の酸素がどんどん薄くなってく感じで、本当は「好き」って言って欲しいのに言えなくなって、ただ苦しくなるやつ。,False
5,女性が冷める理由って、実はすごく単純で、「自分の代わりがいる」って感じた時なんだよね。「私じゃなくてもいいじゃん」って思った瞬間から、感情が音を立てて崩れてく。だから言葉選びは命がけでやって。,False
6,あのさ、ゴムつけない理由に「忙しいから」って言われたんだけど、何それ？人として終わってない？性の責任すら取れない男が愛を語るな。最低限の配慮もできないのに、恋愛なんて100年早いって教えてやりたい。,False
7,「可愛い」って1日10回言われたら、女の子って本当に可愛くなるの知ってる？言葉って魔法だから、ちゃんと大事に扱って欲しい。「可愛いね」って言ってくれる人の隣にいると、どんどん自分のこと好きになれる。,False
8,「恋人ごっこに戻らない？」って選択肢があってもいいと思う。付き合うって言葉に縛られて関係が苦しくなるなら、いっそ名前なんていらない。一緒に笑えて、一緒に泣けて、ただ隣にいたいだけなのに、なんでこんな難しくなるの。,False
9,「会いたい」って言葉を何度も飲み込んだ夜の数だけ、好きの本気度は深くなる。わがまま言えない恋って、なんでこんなに切なくて苦しいんだろうね。だから次の恋は、ちゃんと甘えられる相手にしよって思った。,False
10,「なんでもいいよ」って言葉ほど、優しさに見えて無関心なものはないよね。こっちは「気にしてほしい」「わかってほしい」って願ってるのに、投げやりな返事で済まされると一気に心が冷めていくから気をつけて。,False
11,女性が「もう無理かも」って思う時って、大抵は爆発的な何かじゃなくて、積み重ねた小さな無関心や放置が限界を越えた瞬間なんだよね。急に冷めたように見えるけど、それはずっと前から気持ちが死んでた証拠。,False
12,「何かあった？」って聞かれて「別に」って返す時、実は心の中では叫んでる。「気付いて」「分かって」「どうして何も感じないの？」って。本当は抱きしめてほしくて、優しくしてほしいだけなんだよ。,False
13,恋愛における「放置」ってマジで毒。好きな人にだけは構って欲しいし、気にかけてほしい。人って放置されると「どうせ私なんて」って思考に一気に落ちていくから、放置できる人は恋人持つ資格ない。,False
14,「うるさいって思われてもいい、でも友達や家族がやめとけって言う男は絶対にやめときな」って何度も言うけど、それくらい周囲の目って大事。第三者の冷静な視点って、恋愛のフィルター越しでも真実を見抜いてる。,False
15,「抱けた女」より「抱けなかった女」の方が記憶に残るって言われるけど、それって本当で。手に入らなかったものほど鮮明に残るのが人間の脳の仕組みなら、最強の愛され方って“簡単には手に入らない女”なんだよね。,False
16,「お前」って呼ばれて嬉しそうにしてる女の子見ると心配になる。それ、恋じゃなくて依存かも。対等じゃない関係って絶対に崩れるし、上下関係ができた瞬間に愛じゃなくて支配に変わるから気をつけて。,False
17,別れる理由が「俺よりいい人いるから」って、どの口が言ってんの？そんな逃げ台詞で自分を綺麗に終わらせようとしてるの、見え透いてるし超ダサい。最後くらいちゃんと向き合って別れようよ、大人なんだからさ。,False
18,性欲が強い女子は「私ばっかりしたいって思われてない？」って常に不安抱えてる。だから男性側には理性と受容力が必要。誘ってくれたその勇気を踏みにじらないで。「俺も同じ気持ちだよ」って言葉が救いになる。,False
19,恋愛において、「安心できる相手」って最強のスペックなんよ。見た目とか年収とかじゃなくて、連絡が遅れても不安にならないとか、些細なことで疑心暗鬼にならないとか、心の安定をくれる人が一番モテるって話。,False
20,「ピル飲んでるから大丈夫だよ」って言っても「いや、ちゃんと着けるよ」って言える男、世界中の女子が抱きしめたいと思ってる。安心と配慮の塊みたいなその一言が、何よりも信頼に繋がるって知ってて欲しい。,False
