id,text,used
1,寝る前にふと思い出すのは元カレのことじゃなくて、なぜか初めてキスした時の相手の唇の柔らかさと温度。あの時の心臓のドキドキと手の震え、時間が止まったみたいな感覚は何年経っても鮮明に覚えてて、新しい恋をしても比べちゃうから困る。初恋の記憶って呪いみたいに一生消えないんだなって最近わかった。その人と結ばれなくても、あの瞬間だけは永遠に自分の中で生き続けるんだって受け入れた時、やっと前に進めた気がする,False
2,彼氏の実家に初めて行った時「うちの息子をよろしく」じゃなくて「息子があなたを幸せにできなかったら遠慮なく捨てていいからね」って言ってくれたお母さんのこと一生忘れない。そんな風に育てられた彼は確かに私を大切にしてくれてるし、喧嘩した時も必ず自分から謝ってくる。母親の育て方って本当に大事だなって思うし、私も将来息子ができたら同じように育てたい。女の子を泣かせるような男にだけは絶対にしない,False
3,付き合って半年経つのに手も繋いでくれない彼氏に「私たちって付き合ってるよね？」って聞いたら「当たり前じゃん、毎日LINEしてるし」って言われて殺意芽生えた。LINEなんて友達ともするし、デートもご飯も割り勘だし、キスもハグもないし、記念日も祝わないし、これって彼氏？友達？セラピスト？もう訳わからなくなってきたから今度「私のこと抱きたくないの？」って直球で聞いてみようと思う,False
4,女の子が髪切った時に気づかない男は一生幸せにはなれないって断言する。たかが髪型って思うかもしれないけど、私たちは美容院で3時間かけて1万円以上払って、あなたに可愛いって言われたくて変化を求めてるの。それに気づけない鈍感さじゃ、私の心の変化にも絶対気づけない。「髪切った？似合ってる」の一言がどれだけ嬉しいか男性は知らなすぎる。むしろ切ってなくても言え,False
5,生理痛で死にそうな時に「大丈夫？」じゃなくて無言でコンビニ行って鎮痛剤と温かい飲み物とチョコレート買ってきてくれた彼氏と結婚した。言葉より行動で愛を示してくれる人は本物だって確信したし、辛い時に察して動いてくれる人じゃないと一生一緒にいられない。今では子供2人いるけど、つわりの時も陣痛の時も完璧なサポートしてくれたから、やっぱり見る目は間違ってなかった,False
6,浮気する男の特徴として「俺は浮気なんて絶対しない」って自分から言う奴は200％浮気するから気をつけて。本当に浮気しない男は浮気の話題すら出さないし、そもそも異性の友達が極端に少ないし、彼女以外の女に興味示さないし、インスタのフォロー欄も男だらけだし、飲み会も早く帰ってくるし、位置情報共有も自分から提案してくる。つまり疑われる要素を1ミリも作らない,False
7,セックスの後に「愛してる」って言われるより、朝起きて寝ぼけながら「おはよう、愛してる」って言われる方が100倍嬉しい。性欲に支配されてない素の状態で愛を伝えてくれるのが本物の愛だって思うし、毎朝それを言ってくれる彼氏は国宝級。朝一番に私のこと考えてくれてるんだなって思うと、その日一日幸せな気持ちで過ごせる。だから男性のみなさん、朝の愛してるを習慣にして,False
8,元カレが結婚したって聞いた時「私じゃダメだったのに他の女とは結婚できるんだ」って思って3日間泣いたけど、よく考えたら私が振ったんだった。記憶って都合よく改ざんされるから怖いし、失恋の痛みだけ覚えてて別れた理由忘れがち。でも冷静に思い返したら束縛激しいし、友達との時間認めないし、仕事の愚痴ばっかりだったし、別れて正解だった。幸せになってくれてよかった（棒読み）,False
9,デート中にスマホばっかり見る彼氏に「私といてもつまらない？」って聞いたら「そんなことないよ、ただ習慣で」って言われたけど、その習慣が問題なんだよ。目の前に恋人いるのにスマホの中の世界の方が大事なの？私と過ごす時間はそんなに退屈？って思っちゃう。せめてデートの時くらいスマホ封印してほしいし、私の話聞いてる時に通知音なったら無視してほしい。それが最低限の礼儀だと思う,False
10,告白されて「考えさせて」って言われてから2週間経つんだけど、これって脈なし？期待していい？もう諦めた方がいい？毎日モヤモヤして仕事も手につかないし、LINEの既読つくタイミングで一喜一憂してる自分が嫌になる。はっきり振ってくれた方がまだマシだし、保留にされるのが一番キツい。答え出すのにそんなに時間かかるなら最初から告白受けるなって言いたい。明日までに返事なかったら諦める,False
